date,target,forward_return,sentiment_mean,probability,threshold,test_year,model,feature_set,position,turnover,strategy_return,market_return,strategy_curve,market_curve
2015-07-30,0,-0.003162467923259249,-0.194848,0.5638151168823242,0.35,2015,xgboost,price_news,1.0,0.0,-0.003162467923259249,-0.003162467923259249,0.862952951477487,1.1508205506844273
2015-07-31,0,-0.005181508459560669,-0.1502,0.5874050855636597,0.35,2015,xgboost,price_news,1.0,0.0,-0.005181508459560669,-0.005181508459560669,0.8584815534592035,1.1448575642656198
2015-08-03,0,-0.0026996947476708444,-0.324128,0.5911732912063599,0.35,2015,xgboost,price_news,1.0,0.0,-0.0026996947476708444,-0.0026996947476708444,0.8561639153183574,1.1417667983125406
2015-08-04,0,-0.0005822420838432762,-0.22917599999999996,0.443002849817276,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.0005822420838432762,0.855307751403039,1.141102013632628
2015-08-05,0,-0.006882409545563184,-0.25925600000000004,0.5500412583351135,0.35,2015,xgboost,price_news,1.0,1.0,-0.007882409545563185,-0.006882409545563184,0.8485658654189856,1.1332484822415414
2015-08-06,0,-0.0026618717834641092,-0.17468399999999998,0.6242831945419312,0.35,2015,xgboost,price_news,1.0,0.0,-0.0026618717834641092,-0.0026618717834641092,0.846307091885416,1.130231920083009
2015-08-07,1,0.013917214211921491,-0.34379999999999994,0.41998642683029175,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.013917214211921491,0.8454607847935306,1.1459615998239556
2015-08-10,0,-0.012053819460169923,-0.12395600000000001,0.49636462330818176,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.012053819460169923,0.8454607847935306,1.13214838559139
2015-08-11,0,-1.896690442237947e-05,-0.196448,0.469507098197937,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-1.896690442237947e-05,0.8454607847935306,1.1321269122411686
2015-08-12,1,0.00032985092823878404,-0.17674800000000002,0.5311948657035828,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.00032985092823878404,0.8454607847935306,1.1325003453540554
2015-08-13,1,0.003972276995102941,-0.07068,0.45597606897354126,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.003972276995102941,0.8454607847935306,1.1369989504228515
2015-08-14,1,0.003878110902288734,-0.17702400000000001,0.5783184170722961,0.35,2015,xgboost,price_news,1.0,1.0,0.002878110902288734,0.003878110902288734,0.8478941146957025,1.1414083584483772
2015-08-17,0,-0.0019287259863828288,-0.282132,0.507503867149353,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.0019287259863828288,0.8470462205810069,1.1392068944863631
2015-08-18,0,-0.00928594707478736,-0.16716,0.5910406708717346,0.35,2015,xgboost,price_news,1.0,1.0,-0.01028594707478736,-0.00928594707478736,0.838333547986212,1.12862827955693
2015-08-19,0,-0.020637879909413126,-0.046099999999999995,0.597854495048523,0.35,2015,xgboost,price_news,1.0,0.0,-0.020637879909413126,-0.020637879909413126,0.8210321208988403,1.1053357846610665
2015-08-20,0,-0.031248846873971448,-0.166256,0.49689847230911255,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.031248846873971448,0.8202110887779415,1.0707953159818717
2015-08-21,0,-0.035747832804264856,-0.112672,0.5559393167495728,0.35,2015,xgboost,price_news,1.0,1.0,-0.03674783280426486,-0.035747832804264856,0.7900701088233256,1.0325167040585619
2015-08-24,0,-0.012910633566020402,-0.22915200000000002,0.5262015461921692,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.012910633566020402,0.7892800387145023,1.0191862592416667
2015-08-25,1,0.03951563463098684,-0.118084,0.5357969403266907,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.03951563463098684,0.7892800387145023,1.0594600510827827
2015-08-26,1,0.02267412996619389,-0.1684,0.5451108813285828,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.02267412996619389,0.7892800387145023,1.0834823859750242
2015-08-27,0,-0.0007060899268592769,-0.26559599999999994,0.5244601368904114,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.0007060899268592769,0.7892800387145023,1.0827173499763578
2015-08-28,0,-0.006908634352597254,-0.26994799999999997,0.5391694903373718,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.006908634352597254,0.7892800387145023,1.075237251698158
2015-08-31,0,-0.028417162116553873,-0.24221600000000001,0.5643682479858398,0.35,2015,xgboost,price_news,1.0,1.0,-0.029417162116553874,-0.028417162116553873,0.7660616598602779,1.0446820604028937
2015-09-01,1,0.018247844961338355,-0.152224,0.6841999292373657,0.35,2015,xgboost,price_news,1.0,0.0,0.018247844961338355,0.018247844961338355,0.7800406342602337,1.0637452566750172
2015-09-02,1,0.0014298415893514438,-0.265788,0.4715915322303772,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.0014298415893514438,0.7792605936259736,1.0652662438834863
2015-09-03,0,-0.01663413002037195,-0.12478800000000001,0.5755624771118164,0.35,2015,xgboost,price_news,1.0,1.0,-0.017634130020371952,-0.01663413002037195,0.765519010998221,1.0475464666764152
2015-09-04,1,0.02423864098573758,-0.209656,0.529611349105835,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.02423864098573758,0.7647534919872228,1.0729375693980627
2015-09-08,0,-0.014497909407285459,-0.228032,0.3989976644515991,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.014497909407285459,0.7647534919872228,1.0573822177172565
2015-09-09,1,0.004726966292647461,-0.095004,0.5210027694702148,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.004726966292647461,0.7647534919872228,1.0623804278188507
2015-09-10,1,0.006288238533122215,-0.20463599999999996,0.34240806102752686,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.006288238533122215,0.7647534919872228,1.069060929361896
2015-09-11,0,-0.003780779122477873,-0.10986000000000001,0.6651136875152588,0.35,2015,xgboost,price_news,1.0,1.0,-0.004780779122477873,-0.003780779122477873,0.7610973744588881,1.0650190461195077
2015-09-14,1,0.013981443271822602,-0.135056,0.5498752593994141,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.013981443271822602,0.7603362770844293,1.0799095494962383
2015-09-15,1,0.0084398120043232,-0.20151599999999997,0.4656324088573456,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.0084398120043232,0.7603362770844293,1.08902378307566
2015-09-16,0,-0.003895411159669737,-0.13800800000000002,0.5665572285652161,0.35,2015,xgboost,price_news,1.0,1.0,-0.004895411159669737,-0.003895411159669737,0.7566141183884885,1.0847815876779212
2015-09-17,0,-0.017401179984103288,-0.12546,0.5876554846763611,0.35,2015,xgboost,price_news,1.0,0.0,-0.017401179984103288,-0.017401179984103288,0.7434481399358968,1.0659051080272963
2015-09-18,1,0.007666316402497264,-0.07552000000000002,0.3486329913139343,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.007666316402497264,0.7427046917959609,1.0740766738404717
2015-09-21,0,-0.010885382418633793,-0.194544,0.5022671222686768,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.010885382418633793,0.7427046917959609,1.062384938498784
2015-09-22,0,-0.0030972825549758776,-0.22790000000000002,0.5878145098686218,0.35,2015,xgboost,price_news,1.0,1.0,-0.004097282554975878,-0.0030972825549758776,0.7396616208187665,1.0590944321621025
2015-09-23,0,-0.004826159003458175,-0.16079600000000002,0.47159144282341003,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.004826159003458175,0.7389219591979478,1.0539830740328109
2015-09-24,1,0.006996319300967224,-0.346372,0.35412925481796265,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.006996319300967224,0.7389219591979478,1.0613570761565594
2015-09-25,0,-0.019171719409304178,-0.11161599999999999,0.5725736021995544,0.35,2015,xgboost,price_news,1.0,1.0,-0.02017171940930418,-0.019171719409304178,0.7240166327716335,1.0410090360994064
2015-09-28,1,0.0029521660278355455,-0.06982799999999999,0.43164077401161194,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.0029521660278355455,0.7232926161388619,1.0440822676104489
2015-09-29,1,0.014678073747133702,-0.21528799999999998,0.4923887252807617,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.014678073747133702,0.7232926161388619,1.0594073841325096
2015-09-30,0,-0.0007792853935313371,-0.039560000000000005,0.4301206171512604,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.0007792853935313371,0.7232926161388619,1.0585818034322558
